اسم المشروع,القطاع,رأس المال,تكلفة المبيعات,الإيرادات,التكلفة التشغيلية الشهرية,سعر المنتج او الخدمة,الطاقة الإنتاجية الشهرية,هامش الربح,نوع العميل,السوق المستهدف,قنوات التوزيع,حجم الطلب,عدد المنافسين,طرق التسويق,عدد العمال,نوع المعدات,الموقع,فترة الاسترداد,النتيجة_رقم,رأس المال_Scaled,الإيرادات_Scaled,تكلفة المبيعات_Scaled,نوع المشروع الدقيق_Encoded,Log_رأس_المال,Log_رأس_المال_Scaled,عدد العمال_Scaled,حجم الطلب_Scaled,عدد المنافسين_Scaled,Target_الجدوى,Target_فترة_الاسترداد
دورات لغات 280,تعليم,764000,61000,123000,35000,10000,393,0.2195,أولياء أمور,محلي,مباشر,مرتفع,6,إعلانات محلية,11,حاسوب,صنعاء,28,0,0.014597,0.02052,0.028846,4,13.546324,0.065891,0.714286,1.0,0.095238,0,28
خدمة لوجستية 281,خدمات,1024000,81000,170000,37000,26000,522,0.3059,شركات صغيرة,قرب الجامعات,واتساب,مرتفع,7,عروض باقات,1,حاسوب,صنعاء,20,1,0.045705,0.052668,0.052885,1,13.839228,0.176823,0.0,1.0,0.142857,1,20
دورات لغات 282,تعليم,4338000,292000,523000,111000,8000,331,0.2294,أولياء أمور,طلاب الجامعات,هجين,مرتفع,11,شراكات مدارس,2,حاسوب,صنعاء,36,0,0.442211,0.294118,0.30649,4,15.282924,0.723597,0.071429,1.0,0.333333,0,36
متجر مستلزمات 283,تجارة,3211000,251000,510000,85000,22000,856,0.3412,موظفون,محلي,اونلاين,مرتفع,10,سوشيال ميديا,5,نقاط بيع,صنعاء,18,1,0.30737,0.285226,0.257212,3,14.982093,0.609663,0.285714,1.0,0.285714,1,18
متجر إلكتروني 284,تقنية,3031000,157000,376000,149000,72000,291,0.1862,موظفون,الأحياء التجارية,اونلاين,متوسط,14,سوشيال ميديا,5,سيرفر بسيط,صنعاء,43,0,0.285834,0.19357,0.144231,5,14.924403,0.587814,0.285714,0.0,0.47619,0,43
مختبر تحاليل 285,صحة,3963000,332000,632000,103000,39000,174,0.3117,عائلات,محلي,اونلاين,متوسط,8,تعاون أطباء,12,حاسوب,صنعاء,20,1,0.397344,0.368673,0.354567,9,15.192512,0.689355,0.785714,0.0,0.190476,1,20
منصة تعليم 286,تعليم,3892000,264000,498000,214000,22000,405,0.0402,خريجون,محلي,مباشر,متوسط,10,إعلانات محلية,9,سبورة ذكية,صنعاء,195,0,0.388849,0.277018,0.272837,11,15.174434,0.682509,0.571429,0.0,0.285714,0,195
متجر مستلزمات 287,تجارة,2374000,170000,411000,55000,30000,1690,0.4526,موظفون,محلي,محل,مرتفع,22,عروض أسبوعية,2,ثلاجات,صنعاء,13,1,0.207227,0.21751,0.159856,3,14.680087,0.495284,0.071429,1.0,0.857143,1,13
خدمة صيانة 288,خدمات,2913000,226000,485000,84000,11000,496,0.3608,طلاب,الأحياء النشطة,مباشر,مرتفع,6,توصيات العملاء,5,معدات متنقلة,صنعاء,17,1,0.271716,0.268126,0.227163,1,14.884694,0.572775,0.285714,1.0,0.095238,1,17
خدمة صيانة 289,خدمات,1288000,84000,167000,55000,38000,482,0.1677,عائلات,محلي,مباشر,متوسط,10,سوشيال ميديا,3,حاسوب,صنعاء,46,0,0.077291,0.050616,0.05649,1,14.068602,0.263695,0.142857,0.0,0.285714,0,46
مركز تدريب رقمي 290,تقنية,5412000,444000,818000,192000,68000,139,0.2225,شركات صغيرة,الأحياء التجارية,مباشر,متوسط,14,إحالات,5,سيرفر بسيط,صنعاء,30,0,0.570711,0.495896,0.489183,2,15.504129,0.807375,0.285714,0.0,0.47619,0,30
خدمة صيانة 291,خدمات,3394000,227000,484000,148000,28000,395,0.2252,عائلات,قرب الجامعات,اونلاين,مرتفع,19,سوشيال ميديا,2,معدات متنقلة,صنعاء,31,0,0.329265,0.267442,0.228365,1,15.03752,0.630655,0.071429,1.0,0.714286,0,31
خدمة لوجستية 292,خدمات,4922000,318000,721000,200000,15000,241,0.2816,طلاب,الأحياء النشطة,مباشر,مرتفع,10,سوشيال ميديا,5,حاسوب,صنعاء,24,1,0.512084,0.429549,0.33774,1,15.409226,0.771432,0.285714,1.0,0.285714,1,24
خدمة تقنية 293,تقنية,4234000,276000,630000,112000,40000,237,0.3841,طلاب,الأحياء التجارية,تطبيقات المراسلة,مرتفع,8,سوشيال ميديا,8,أجهزة شبكات,صنعاء,17,1,0.429768,0.367305,0.28726,0,15.258658,0.714407,0.5,1.0,0.190476,1,17
متجر إلكتروني 294,تقنية,2248000,194000,394000,81000,53000,542,0.302,طلاب,محلي,مباشر,مرتفع,15,إحالات,6,سيرفر بسيط,صنعاء,19,1,0.192151,0.205882,0.188702,5,14.625552,0.474629,0.357143,1.0,0.52381,1,19
بقالة تخصصية 295,تجارة,2128000,131000,308000,92000,23000,1424,0.276,طلاب,قرب الجامعات,اونلاين,مرتفع,11,لافتات,4,رفوف,صنعاء,25,0,0.177794,0.147059,0.112981,12,14.570694,0.453853,0.214286,1.0,0.333333,0,25
عيادة مصغرة 296,صحة,2492000,144000,302000,138000,44000,114,0.0662,طلاب,قرب المستشفيات,مباشر,مرتفع,5,تعاون أطباء,13,حاسوب,صنعاء,125,0,0.221345,0.142955,0.128606,6,14.728597,0.513656,0.857143,1.0,0.047619,0,125
متجر إلكتروني 297,تقنية,4238000,276000,542000,225000,56000,327,0.0756,شركات صغيرة,الأحياء التجارية,مباشر,مرتفع,11,سوشيال ميديا,8,سيرفر بسيط,صنعاء,103,0,0.430246,0.307114,0.28726,5,15.259602,0.714764,0.5,1.0,0.333333,0,103
دورات لغات 298,تعليم,2938000,259000,483000,141000,22000,187,0.1718,طلاب,طلاب المدارس,هجين,مرتفع,13,شراكات مدارس,3,أجهزة عرض,صنعاء,35,0,0.274707,0.266758,0.266827,4,14.89324,0.576011,0.142857,1.0,0.428571,0,35
متجر مستلزمات 299,تجارة,931000,61000,153000,38000,2000,1740,0.3529,طلاب,محلي,محل,متوسط,20,سوشيال ميديا,10,نقاط بيع,صنعاء,17,1,0.034578,0.04104,0.028846,3,13.744016,0.140763,0.642857,0.0,0.761905,1,17
دورات لغات 300,تعليم,1693000,129000,258000,75000,21000,166,0.2093,طلاب,طلاب المدارس,هجين,مرتفع,11,شراكات مدارس,12,أجهزة عرض,صنعاء,31,0,0.125748,0.112859,0.110577,4,14.342013,0.367244,0.785714,1.0,0.333333,0,31
منصة تعليم 301,تعليم,2895000,227000,482000,74000,12000,177,0.3755,طلاب,طلاب الجامعات,هجين,مرتفع,14,إعلانات محلية,12,أجهزة عرض,صنعاء,16,1,0.269562,0.266074,0.228365,11,14.878496,0.570427,0.785714,1.0,0.47619,1,16
خدمة صيانة 302,خدمات,4016000,280000,652000,235000,41000,757,0.2101,طلاب,محلي,اونلاين,مرتفع,12,عروض باقات,1,حاسوب,صنعاء,29,0,0.403685,0.382353,0.292067,1,15.205797,0.694387,0.0,1.0,0.380952,0,29
خدمة صيانة 303,خدمات,785000,60000,112000,32000,18000,870,0.1786,طلاب,الأحياء النشطة,اونلاين,مرتفع,6,سوشيال ميديا,9,معدات خدمية,صنعاء,39,0,0.017109,0.012996,0.027644,1,13.57344,0.076161,0.571429,1.0,0.095238,0,39
خدمة لوجستية 304,خدمات,2001000,124000,244000,81000,33000,636,0.1598,طلاب,محلي,اونلاين,مرتفع,10,سوشيال ميديا,4,حاسوب,صنعاء,51,0,0.162599,0.103283,0.104567,1,14.509158,0.430547,0.214286,1.0,0.285714,0,51
مختبر تحاليل 305,صحة,4541000,241000,599000,219000,54000,321,0.2321,موظفون,أحياء مكتظة,مباشر,مرتفع,10,تعاون أطباء,4,أجهزة طبية,صنعاء,33,0,0.466499,0.346101,0.245192,9,15.328658,0.740918,0.214286,1.0,0.285714,0,33
مختبر تحاليل 306,صحة,5812000,373000,788000,141000,50000,182,0.3477,موظفون,قرب المستشفيات,اونلاين,مرتفع,5,سمعة وجودة,4,حاسوب,صنعاء,21,1,0.618569,0.475376,0.403846,9,15.575435,0.834381,0.214286,1.0,0.047619,1,21
صيدلية متخصصة 307,صحة,5724000,510000,951000,335000,65000,383,0.1115,موظفون,محلي,حجز هاتفي,مرتفع,13,تعاون أطباء,10,أجهزة طبية,صنعاء,54,0,0.60804,0.586867,0.56851,10,15.560179,0.828602,0.642857,1.0,0.428571,0,54
بقالة تخصصية 308,تجارة,5381000,361000,779000,223000,10000,505,0.2503,عائلات,قرب الجامعات,محل,مرتفع,19,سوشيال ميديا,6,ثلاجات,صنعاء,28,0,0.567002,0.46922,0.389423,12,15.498385,0.805199,0.357143,1.0,0.714286,0,28
بقالة تخصصية 309,تجارة,5908000,459000,804000,280000,18000,739,0.0808,عائلات,محلي,محل,مرتفع,21,لافتات,5,نقاط بيع,صنعاء,91,0,0.630055,0.48632,0.507212,12,15.591818,0.840585,0.285714,1.0,0.809524,0,91
متجر مستلزمات 310,تجارة,5262000,277000,669000,306000,22000,1981,0.1286,طلاب,أحياء سكنية,اونلاين,متوسط,17,سوشيال ميديا,9,ثلاجات,صنعاء,61,0,0.552764,0.393981,0.288462,3,15.476022,0.79673,0.571429,0.0,0.619048,0,61
منصة تعليم 311,تعليم,2565000,259000,459000,80000,32000,134,0.2614,خريجون,طلاب الجامعات,هجين,مرتفع,11,إعلانات محلية,5,أجهزة عرض,صنعاء,21,1,0.230079,0.250342,0.266827,11,14.757469,0.524591,0.285714,1.0,0.333333,1,21
بوفيه 312,تجارة,3460000,217000,440000,113000,2000,764,0.25,موظفون,أحياء سكنية,محل,متوسط,18,عروض أسبوعية,2,ثلاجات,صنعاء,31,0,0.337162,0.237346,0.216346,8,15.056779,0.637949,0.071429,0.0,0.666667,0,31
منصة تعليم 313,تعليم,2491000,182000,391000,100000,21000,396,0.2788,أولياء أمور,طلاب الجامعات,هجين,مرتفع,9,محتوى تعليمي,5,حاسوب,صنعاء,23,1,0.221225,0.20383,0.174279,11,14.728195,0.513504,0.285714,1.0,0.238095,1,23
متجر مستلزمات 314,تجارة,5459000,485000,891000,230000,8000,2060,0.1975,عائلات,محلي,توصيل,مرتفع,21,سوشيال ميديا,8,رفوف,صنعاء,31,0,0.576334,0.545828,0.538462,3,15.512776,0.81065,0.5,1.0,0.809524,0,31
خدمة طباعة 315,خدمات,3217000,218000,447000,97000,23000,649,0.2953,عائلات,الأحياء النشطة,مباشر,مرتفع,6,سوشيال ميديا,1,معدات متنقلة,صنعاء,24,1,0.308088,0.242134,0.217548,1,14.98396,0.61037,0.0,1.0,0.095238,1,24
مركز تدريبي 316,تعليم,2072000,181000,318000,63000,21000,227,0.2327,خريجون,محلي,هجين,مرتفع,12,شراكات مدارس,2,حاسوب,صنعاء,28,0,0.171094,0.153899,0.173077,7,14.544025,0.443753,0.071429,1.0,0.380952,0,28
منصة تعليم 317,تعليم,2049000,160000,329000,101000,20000,200,0.2067,طلاب,محلي,اونلاين,متوسط,12,إعلانات محلية,3,حاسوب,صنعاء,30,0,0.168342,0.161423,0.147837,11,14.532863,0.439525,0.142857,0.0,0.380952,0,30
خدمة لوجستية 318,خدمات,2583000,187000,451000,87000,19000,326,0.3925,عائلات,قرب الجامعات,اونلاين,مرتفع,9,توصيات العملاء,6,معدات متنقلة,صنعاء,15,1,0.232233,0.24487,0.180288,1,14.764462,0.527239,0.357143,1.0,0.238095,1,15
صيدلية متخصصة 319,صحة,4605000,244000,603000,226000,30000,328,0.2206,موظفون,محلي,مباشر,متوسط,11,توعية صحية,13,معدات تعقيم,صنعاء,35,0,0.474156,0.348837,0.248798,10,15.342653,0.746219,0.857143,0.0,0.333333,0,35
مركز تدريب رقمي 320,تقنية,1366000,105000,196000,32000,52000,160,0.301,طلاب,محلي,تطبيقات المراسلة,مرتفع,17,عروض افتتاح,4,سيرفر بسيط,صنعاء,23,1,0.086624,0.070451,0.081731,2,14.127398,0.285963,0.214286,1.0,0.619048,1,23
بوفيه 321,تجارة,1635000,113000,278000,76000,31000,1328,0.3201,موظفون,أحياء سكنية,محل,مرتفع,23,عروض أسبوعية,7,نقاط بيع,صنعاء,18,1,0.118808,0.126539,0.091346,8,14.307154,0.354042,0.428571,1.0,0.904762,1,18
خدمة طباعة 322,خدمات,3528000,287000,557000,150000,34000,522,0.2154,طلاب,محلي,اونلاين,مرتفع,19,سوشيال ميديا,9,حاسوب,صنعاء,29,0,0.345298,0.317373,0.300481,1,15.076242,0.64532,0.571429,1.0,0.714286,0,29
منصة تعليم 323,تعليم,1292000,73000,156000,63000,19000,277,0.1282,أولياء أمور,طلاب المدارس,مباشر,مرتفع,5,إعلانات محلية,4,أجهزة عرض,صنعاء,65,0,0.07777,0.043092,0.043269,11,14.071703,0.264869,0.214286,1.0,0.047619,0,65
متجر مستلزمات 324,تجارة,5362000,356000,820000,296000,15000,659,0.2049,طلاب,محلي,توصيل,مرتفع,21,لافتات,8,ثلاجات,صنعاء,32,0,0.564728,0.497264,0.383413,3,15.494848,0.803859,0.5,1.0,0.809524,0,32
متجر مستلزمات 325,تجارة,3793000,325000,637000,181000,11000,1934,0.2057,عائلات,محلي,محل,مرتفع,22,سوشيال ميديا,6,رفوف,صنعاء,29,0,0.377004,0.372093,0.346154,3,15.148668,0.67275,0.357143,1.0,0.857143,0,29
صيدلية متخصصة 326,صحة,6133000,428000,836000,169000,22000,409,0.2859,موظفون,أحياء مكتظة,مباشر,مرتفع,4,تعاون أطباء,3,معدات تعقيم,صنعاء,26,0,0.656975,0.508208,0.469952,10,15.629195,0.854741,0.142857,1.0,0.0,0,26
متجر إلكتروني 327,تقنية,2667000,168000,344000,90000,62000,359,0.25,طلاب,طلاب الجامعات,اونلاين,مرتفع,10,سوشيال ميديا,4,حاسوب,صنعاء,31,0,0.242283,0.171683,0.157452,5,14.796465,0.53936,0.214286,1.0,0.285714,0,31
مختبر تحاليل 328,صحة,2035000,131000,302000,109000,76000,104,0.2053,موظفون,محلي,اونلاين,متوسط,12,توعية صحية,9,أجهزة طبية,صنعاء,33,0,0.166667,0.142955,0.112981,9,14.526007,0.436929,0.571429,0.0,0.380952,0,33
مركز تدريب رقمي 329,تقنية,4483000,389000,802000,212000,71000,196,0.2506,شركات صغيرة,الأحياء التجارية,اونلاين,مرتفع,15,عروض افتتاح,4,سيرفر بسيط,صنعاء,22,1,0.45956,0.484952,0.423077,2,15.315803,0.73605,0.214286,1.0,0.52381,1,22
مركز تدريبي 330,تعليم,1455000,140000,252000,42000,16000,262,0.2778,خريجون,طلاب الجامعات,اونلاين,مرتفع,5,محتوى تعليمي,3,سبورة ذكية,صنعاء,21,1,0.097272,0.108755,0.123798,7,14.190517,0.309868,0.142857,1.0,0.047619,1,21
خدمة صيانة 331,خدمات,4439000,334000,659000,155000,16000,495,0.258,شركات صغيرة,محلي,مباشر,متوسط,15,سوشيال ميديا,2,معدات متنقلة,صنعاء,26,0,0.454295,0.387141,0.356971,1,15.30594,0.732314,0.071429,0.0,0.52381,0,26
خدمة طباعة 332,خدمات,4478000,252000,571000,265000,41000,445,0.0946,عائلات,الأحياء النشطة,مباشر,مرتفع,8,سوشيال ميديا,6,معدات خدمية,صنعاء,83,0,0.458961,0.326949,0.258413,1,15.314687,0.735627,0.357143,1.0,0.190476,0,83
مختبر تحاليل 333,صحة,5693000,424000,869000,243000,38000,324,0.2325,طلاب,محلي,مباشر,مرتفع,7,تعاون أطباء,11,أجهزة طبية,صنعاء,28,0,0.604331,0.53078,0.465144,9,15.554748,0.826546,0.714286,1.0,0.142857,0,28
منصة تعليم 334,تعليم,3814000,280000,582000,195000,20000,158,0.1838,خريجون,طلاب الجامعات,اونلاين,مرتفع,5,شراكات مدارس,10,سبورة ذكية,صنعاء,36,0,0.379517,0.334473,0.292067,11,15.154189,0.674841,0.642857,1.0,0.047619,0,36
خدمة صيانة 335,خدمات,4613000,317000,606000,234000,33000,351,0.0908,شركات صغيرة,الأحياء النشطة,مباشر,متوسط,15,عروض باقات,3,معدات خدمية,صنعاء,84,0,0.475114,0.350889,0.336538,1,15.344389,0.746876,0.142857,0.0,0.52381,0,84
خدمة تقنية 336,تقنية,2473000,154000,369000,106000,38000,355,0.2954,طلاب,طلاب الجامعات,اونلاين,مرتفع,13,إحالات,8,أجهزة شبكات,صنعاء,23,1,0.219072,0.188782,0.140625,0,14.720943,0.510757,0.5,1.0,0.428571,1,23
متجر إلكتروني 337,تقنية,7060000,457000,936000,392000,43000,427,0.0929,موظفون,طلاب الجامعات,تطبيقات المراسلة,مرتفع,10,سوشيال ميديا,2,أجهزة شبكات,صنعاء,81,0,0.767887,0.576607,0.504808,5,15.769956,0.908052,0.071429,1.0,0.285714,0,81
خدمة صيانة 338,خدمات,799000,37000,99000,42000,9000,677,0.202,شركات صغيرة,الأحياء النشطة,مباشر,متوسط,13,توصيات العملاء,9,معدات متنقلة,صنعاء,40,0,0.018784,0.004104,0.0,1,13.591117,0.082856,0.571429,0.0,0.428571,0,40
خدمة لوجستية 339,خدمات,4271000,259000,619000,195000,35000,659,0.2666,طلاب,الأحياء النشطة,اونلاين,متوسط,11,توصيات العملاء,6,حاسوب,صنعاء,26,0,0.434195,0.359781,0.266827,1,15.267359,0.717702,0.357143,0.0,0.333333,0,26
متجر مستلزمات 340,تجارة,3890000,345000,607000,218000,35000,1014,0.0725,طلاب,قرب الجامعات,توصيل,مرتفع,14,عروض أسبوعية,10,رفوف,صنعاء,88,0,0.38861,0.351573,0.370192,3,15.17392,0.682314,0.642857,1.0,0.47619,0,88
خدمة صيانة 341,خدمات,1648000,155000,273000,50000,25000,412,0.2491,شركات صغيرة,محلي,واتساب,مرتفع,16,عروض باقات,8,حاسوب,صنعاء,24,1,0.120364,0.123119,0.141827,1,14.315074,0.357041,0.5,1.0,0.571429,1,24
مركز تدريبي 342,تعليم,4441000,269000,590000,226000,37000,295,0.161,طلاب,طلاب الجامعات,اونلاين,مرتفع,11,إعلانات محلية,6,سبورة ذكية,صنعاء,47,0,0.454535,0.339945,0.278846,7,15.30639,0.732485,0.357143,1.0,0.333333,0,47
منصة تعليم 343,تعليم,2095000,144000,325000,110000,26000,319,0.2185,أولياء أمور,طلاب المدارس,مباشر,متوسط,7,إعلانات محلية,3,حاسوب,صنعاء,30,0,0.173845,0.158687,0.128606,11,14.555065,0.447934,0.142857,0.0,0.142857,0,30
خدمة لوجستية 344,خدمات,4616000,299000,580000,99000,9000,135,0.3138,عائلات,قرب الجامعات,مباشر,متوسط,17,عروض باقات,7,معدات متنقلة,صنعاء,25,0,0.475473,0.333105,0.314904,1,15.345039,0.747122,0.428571,0.0,0.619048,0,25
خدمة طباعة 345,خدمات,5150000,418000,814000,114000,7000,527,0.3464,طلاب,محلي,مباشر,مرتفع,7,توصيات العملاء,9,معدات متنقلة,صنعاء,18,1,0.539363,0.49316,0.457933,1,15.454507,0.788581,0.571429,1.0,0.142857,1,18
مختبر تحاليل 346,صحة,7146000,460000,1104000,266000,42000,108,0.3424,عائلات,قرب المستشفيات,حجز هاتفي,مرتفع,5,سمعة وجودة,15,أجهزة طبية,صنعاء,19,1,0.778177,0.691518,0.508413,9,15.782063,0.912637,1.0,1.0,0.047619,1,19
خدمة طباعة 347,خدمات,2729000,237000,442000,107000,27000,618,0.2217,شركات صغيرة,الأحياء النشطة,مباشر,مرتفع,8,عروض باقات,4,معدات خدمية,صنعاء,28,0,0.249701,0.238714,0.240385,1,14.819446,0.548063,0.214286,1.0,0.190476,0,28
