اسم المشروع,القطاع,رأس المال,تكلفة المبيعات,الإيرادات,التكلفة التشغيلية الشهرية,سعر المنتج او الخدمة,الطاقة الإنتاجية الشهرية,هامش الربح,نوع العميل,السوق المستهدف,قنوات التوزيع,حجم الطلب,عدد المنافسين,طرق التسويق,عدد العمال,نوع المعدات,الموقع,فترة الاسترداد,النتيجة_رقم,رأس المال_Scaled,الإيرادات_Scaled,تكلفة المبيعات_Scaled,نوع المشروع الدقيق_Encoded,Log_رأس_المال,Log_رأس_المال_Scaled,عدد العمال_Scaled,حجم الطلب_Scaled,عدد المنافسين_Scaled,Target_الجدوى,Target_فترة_الاسترداد
خدمات إصلاح وصيانة الساعات والمجوهرات,خدمي,4924140,0.71,6482820,383567,حسب نوع الخدمة,حسب الطلب اليومي,0.29,أفراد (B2C),"الأفراد، محلات المجوهرات","وسائل التواصل الاجتماعي, تطبيقات التوصيل",3,3,"التسويق الشفهي, لوحات إعلانية",3,"أدوات مكتبية، أجهزة كمبيوتر",إب,31.4,1,0.1338,0.0729,0.614,254,15.4097,0.397,0.25,1,1,1,31.4
مشروع زراعة وإنتاج البامية,زراعي,7868780,0.71,13673338,809006,سعر السوق المنافس,4745 وحدة/كيلو,0.29,تجار جملة ومصانع (B2B),"الأسواق المحلية، المطاعم","وسائل التواصل الاجتماعي, تجار التجزئة",2,2,"عروض ترويجية, لوحات إعلانية",4,معدات متخصصة,صنعاء,23.8,1,0.2536,0.1967,0.614,202,15.8784,0.5661,0.375,0,0.5,1,23.8
مصنع صغير لإنتاج الملح المكرر,إنتاجي,11506780,0.79,17021876,1120607,سعر السوق المنافس,4589 وحدة/كيلو,0.21,مختلط,"المتاجر، المطاعم، المصانع","وسائل التواصل الاجتماعي, البيع المباشر",2,1,"لوحات إعلانية, فيسبوك وواتساب",5,"آلات تصنيع، أدوات تغليف",صنعاء,38.6,1,0.4017,0.2544,0.7544,238,16.2584,0.7031,0.5,0,0,1,38.6
محل بيع وتوزيع الأسمدة والمبيدات الزراعية,تجاري,7388350,0.69,11248205,646772,متنوع حسب الصنف,حسب الطلب اليومي,0.31,أفراد (B2C),"المزارعين، الشركات الزراعية","البيع المباشر, تطبيقات التوصيل",,3,"عروض ترويجية, لوحات إعلانية",3,"أرفف، نظام محاسبي، ثلاجات",عدن,25.4,1,0.234,0.1549,0.5789,39,15.8154,0.5434,0.25,,1,1,25.4
خدمات استشارات الجودة والآيزو,خدمي,3475895,0.69,6198071,356389,حسب نوع الخدمة,حسب الطلب اليومي,0.31,أفراد (B2C),"المصانع، الشركات الكبرى","تجار التجزئة, تطبيقات التوصيل",3,2,"التسويق الشفهي, عروض ترويجية",1,"أدوات مكتبية، أجهزة كمبيوتر",تعز,21.7,1,0.0748,0.068,0.5789,139,15.0614,0.2714,0,1,0.5,1,21.7
مزرعة لتربية الدواجن (البلدي),زراعي,6448355,0.72,9670503,580230,سعر السوق المنافس,2520 وحدة/كيلو,0.28,تجار جملة ومصانع (B2B),"الأسر، المطاعم الشعبية","تطبيقات التوصيل, وسائل التواصل الاجتماعي",3,1,"فيسبوك وواتساب, التسويق الشفهي",5,معدات متخصصة,تعز,28.6,1,0.1958,0.1278,0.6316,113,15.6793,0.4943,0.5,1,0,1,28.6
ورشة تصنيع الملابس الداخلية والبيجامات,إنتاجي,13114990,0.75,30908940,1931809,سعر السوق المنافس,1967 وحدة/كيلو,0.25,مختلط,"المتاجر، الأفراد","وسائل التواصل الاجتماعي, البيع المباشر",2,3,"عروض ترويجية, لوحات إعلانية",8,"آلات تصنيع، أدوات تغليف",صنعاء,20.4,1,0.4671,0.4936,0.6842,236,16.3893,0.7503,0.875,0,1,1,20.4
محل بيع وتوزيع مواد التغليف والتعبئة,تجاري,8667535,0.72,12498510,749911,متنوع حسب الصنف,حسب الطلب اليومي,0.28,أفراد (B2C),"المصانع، المطاعم، المتاجر","تطبيقات التوصيل, وسائل التواصل الاجتماعي",,2,"فيسبوك وواتساب, لوحات إعلانية",1,"أرفف، نظام محاسبي، ثلاجات",تعز,29.7,1,0.2861,0.1765,0.6316,59,15.9751,0.6009,0,,0.5,1,29.7
خدمات صيانة وإصلاح المضخات والمحركات,خدمي,4183700,0.68,7137886,404480,حسب نوع الخدمة,حسب الطلب اليومي,0.32,أفراد (B2C),"المزارع، المصانع، الورش","وسائل التواصل الاجتماعي, تجار التجزئة",3,1,"فيسبوك وواتساب, التسويق الشفهي",2,"أدوات مكتبية، أجهزة كمبيوتر",تعز,22,1,0.1036,0.0841,0.5614,251,15.2467,0.3383,0.125,1,0,1,22
مشروع زراعة وإنتاج القمح,زراعي,6399135,0.78,11566755,751839,سعر السوق المنافس,1051 وحدة/كيلو,0.22,تجار جملة ومصانع (B2B),"المطاحن، المخابز، الأسر","وسائل التواصل الاجتماعي, تجار التجزئة",3,3,"فيسبوك وواتساب, عروض ترويجية",3,معدات متخصصة,تعز,30.2,1,0.1938,0.1604,0.7368,206,15.6717,0.4915,0.25,1,1,1,30.2
مصنع صغير لإنتاج الخل والعصائر المركزة,إنتاجي,20044310,0.72,28281814,1696909,سعر السوق المنافس,2455 وحدة/كيلو,0.28,مختلط,"المتاجر، المطاعم","تطبيقات التوصيل, تجار التجزئة",2,2,"التسويق الشفهي, لوحات إعلانية",8,"آلات تصنيع، أدوات تغليف",تعز,30.4,1,0.7491,0.4483,0.6316,227,16.8135,0.9033,0.875,0,0.5,1,30.4
محل بيع وتوزيع الزيوت والشحوم الصناعية,تجاري,9122820,0.71,16513125,977027,متنوع حسب الصنف,حسب الطلب اليومي,0.29,أفراد (B2C),"الورش، المصانع، محطات الوقود","تطبيقات التوصيل, تجار التجزئة",,3,"التسويق الشفهي, لوحات إعلانية",3,"أرفف، نظام محاسبي، ثلاجات",تعز,22.9,1,0.3046,0.2456,0.614,40,16.0263,0.6194,0.25,,1,1,22.9
خدمات التدريب على برامج الحاسوب المتخصصة,خدمي,2394125,0.66,4189216,230407,حسب نوع الخدمة,حسب الطلب اليومي,0.34,أفراد (B2C),"الطلاب، الموظفون، الشركات","البيع المباشر, تطبيقات التوصيل",3,3,"لوحات إعلانية, فيسبوك وواتساب",2,"أدوات مكتبية، أجهزة كمبيوتر",عدن,20.2,1,0.0308,0.0334,0.5263,258,14.6885,0.137,0.125,1,1,1,20.2
مزرعة لتربية الأبقار الحلوب,زراعي,12094210,0.75,25430807,1589425,سعر السوق المنافس,2323 وحدة/كيلو,0.25,تجار جملة ومصانع (B2B),"مصانع الألبان، الأسر","وسائل التواصل الاجتماعي, البيع المباشر",2,3,"فيسبوك وواتساب, لوحات إعلانية",5,معدات متخصصة,إب,22.8,1,0.4256,0.3992,0.6842,102,16.3082,0.7211,0.5,0,1,1,22.8
ورشة تصنيع الأثاث المكتبي المعدني,إنتاجي,16238320,0.79,37828694,2490389,سعر السوق المنافس,1063 وحدة/كيلو,0.21,مختلط,"المكاتب، الشركات، المؤسسات","وسائل التواصل الاجتماعي, البيع المباشر",2,3,"التسويق الشفهي, فيسبوك وواتساب",6,"آلات تصنيع، أدوات تغليف",صنعاء,24.5,1,0.5942,0.6128,0.7544,222,16.6029,0.8274,0.625,0,1,1,24.5
محل بيع وتوزيع مستلزمات الأفراح والمناسبات,تجاري,6811085,0.74,8571244,528560,متنوع حسب الصنف,حسب الطلب اليومي,0.26,أفراد (B2C),"الأفراد، قاعات الأفراح، منظمو الحفلات","البيع المباشر, وسائل التواصل الاجتماعي",2,3,"لوحات إعلانية, فيسبوك وواتساب",3,"أرفف، نظام محاسبي، ثلاجات",تعز,36.7,1,0.2106,0.1088,0.6667,51,15.7341,0.514,0.25,0,1,1,36.7
خدمات استشارات الأمن والسلامة المهنية,خدمي,5428645,0.65,8365882,453152,حسب نوع الخدمة,حسب الطلب اليومي,0.35,أفراد (B2C),"المصانع، شركات المقاولات، المؤسسات","تجار التجزئة, وسائل التواصل الاجتماعي",2,1,"فيسبوك وواتساب, عروض ترويجية",1,"أدوات مكتبية، أجهزة كمبيوتر",تعز,22.2,1,0.1543,0.1053,0.5088,142,15.5072,0.4322,0,0,0,1,22.2
متوسط التجاري,تجاري,6609390,0.7146,9576470,570279,متنوع حسب الصنف,حسب الطلب اليومي,0.29,أفراد (B2C),"المستهلك النهائي، الأسر، الشباب","تطبيقات التوصيل, وسائل التواصل الاجتماعي",3,2,"التسويق الشفهي, لوحات إعلانية",3,"أرفف، نظام محاسبي، ثلاجات",حضرموت,29,1,0.2023,0.1261,0.6221,85,15.704,0.5032,0.25,1,0.5,1,29
متوسط الإنتاجي,إنتاجي,22996440,0.7328,32486343,1983833,سعر السوق المنافس,2128 وحدة/كيلو,0.27,مختلط,"تجار التجزئة، البقالات، المطاعم","وسائل التواصل الاجتماعي, تطبيقات التوصيل",3,1,"عروض ترويجية, التسويق الشفهي",4,"آلات تصنيع، أدوات تغليف",تعز,31.8,1,0.8693,0.5207,0.654,127,16.9509,0.9528,0.375,1,0,1,31.8
متوسط الخدمي,خدمي,5302920,0.667,9659359,536899,حسب نوع الخدمة,حسب الطلب اليومي,0.33,أفراد (B2C),"المستهلك النهائي، الأسر، الشباب","تطبيقات التوصيل, وسائل التواصل الاجتماعي",,3,"التسويق الشفهي, عروض ترويجية",1,"أدوات مكتبية، أجهزة كمبيوتر",تعز,19.8,1,0.1492,0.1276,0.5386,161,15.4838,0.4238,0,,1,1,19.8
متوسط الزراعي,زراعي,9765355,0.7428,16704730,1034023,سعر السوق المنافس,1972 وحدة/كيلو,0.26,تجار جملة ومصانع (B2B),"أسواق الخضروات، تجار الجملة، المصانع الغذائية","تطبيقات التوصيل, تجار التجزئة",2,3,"التسويق الشفهي, لوحات إعلانية",2,معدات متخصصة,عدن,27.3,1,0.3308,0.2489,0.6716,215,16.0944,0.644,0.125,0,1,1,27.3
Ice Dream (إنتاج وبيع الآيس كريم),إنتاجي/غذائي,12449985,0.3729,29928532,929983,سعر السوق المنافس,3307 وحدة/كيلو,0.63,مختلط,"طلاب المدارس والجامعات، العائلات، الرياضيون، سكان صنعاء","تجار التجزئة, البيع المباشر",,1,"التسويق الشفهي, عروض ترويجية",3,"آلات تصنيع، أدوات تغليف",حضرموت,8,2,0.44,0.4767,0.0226,10,16.3372,0.7315,0.25,,0,2,8
محل بيع عسل يمني - 1,تجاري,7182375,0.8973,10679667,798535,متنوع حسب الصنف,حسب الطلب اليومي,0.1,أفراد (B2C),العائلات والأفراد المهتمين بالصحة,"تجار التجزئة, تطبيقات التوصيل",2,2,"لوحات إعلانية, فيسبوك وواتساب",2,"أرفف، نظام محاسبي، ثلاجات",حضرموت,78.5,2,0.2257,0.1451,0.9426,34,15.7871,0.5332,0.125,0,0.5,2,78.5
مخبز آلي حديث - 2,إنتاجي/غذائي,26127795,0.5733,37364216,1785009,سعر السوق المنافس,4893 وحدة/كيلو,0.43,مختلط,"المطاعم، البقالات، الأفراد","وسائل التواصل الاجتماعي, البيع المباشر",3,1,"التسويق الشفهي, فيسبوك وواتساب",8,"آلات تصنيع، أدوات تغليف",عدن,19.7,2,0.9967,0.6048,0.3742,6,17.0785,0.9989,0.875,1,0,2,19.7
تطبيق توصيل طلبات - 3,خدمي,3763190,0.5852,7039574,343286,حسب نوع الخدمة,حسب الطلب اليومي,0.41,أفراد (B2C),"سكان المدن الكبرى (صنعاء، عدن)","وسائل التواصل الاجتماعي, البيع المباشر",3,3,"لوحات إعلانية, فيسبوك وواتساب",2,"أدوات مكتبية، أجهزة كمبيوتر",إب,15.5,2,0.0865,0.0824,0.3951,184,15.1408,0.3001,0.125,1,1,2,15.5
مزرعة دواجن بياضة - 4,زراعي,7633915,0.7612,12924012,819862,سعر السوق المنافس,2274 وحدة/كيلو,0.24,تجار جملة ومصانع (B2B),"تجار الجملة، المطاعم، الأسر","تجار التجزئة, تطبيقات التوصيل",,1,"فيسبوك وواتساب, عروض ترويجية",3,معدات متخصصة,عدن,29.7,2,0.244,0.1838,0.7039,4,15.8481,0.5552,0.25,,0,2,29.7
ورشة صيانة سيارات متنقلة - 5,خدمي,2795375,0.6224,6253224,324340,حسب نوع الخدمة,حسب الطلب اليومي,0.38,أفراد (B2C),أصحاب السيارات الخاصة والشركات,"البيع المباشر, تطبيقات التوصيل",2,2,"لوحات إعلانية, التسويق الشفهي",3,"أدوات مكتبية، أجهزة كمبيوتر",تعز,14.2,2,0.0471,0.0689,0.4604,253,14.8435,0.1928,0.25,0,0.5,2,14.2
مصنع تعبئة مياه صحية - 6,صناعي,13025645,0.6911,23341990,1344363,سعر السوق المنافس,4773 وحدة/كيلو,0.31,تجار جملة ومصانع (B2B),"المنازل، المكاتب، المحلات التجارية","وسائل التواصل الاجتماعي, تطبيقات التوصيل",3,3,"فيسبوك وواتساب, لوحات إعلانية",8,"آلات تصنيع، أدوات تغليف",إب,21.7,2,0.4635,0.3632,0.5809,137,16.3824,0.7479,0.875,1,1,2,21.7
مركز تدريب مهني (حرفي) - 7,خدمي,6057805,0.6211,13495140,698527,حسب نوع الخدمة,حسب الطلب اليومي,0.38,أفراد (B2C),"الشباب الباحث عن عمل، الطلاب","تجار التجزئة, وسائل التواصل الاجتماعي",2,3,"فيسبوك وواتساب, عروض ترويجية",1,"أدوات مكتبية، أجهزة كمبيوتر",عدن,14.2,2,0.1799,0.1936,0.4581,100,15.6169,0.4718,0,0,1,2,14.2
محل بيع وشحن بطاريات الطاقة الشمسية - 8,تجاري,5585400,0.8036,12025730,805301,متنوع حسب الصنف,حسب الطلب اليومي,0.2,أفراد (B2C),المنازل والشركات في المناطق النائية,"البيع المباشر, وسائل التواصل الاجتماعي",,2,"لوحات إعلانية, فيسبوك وواتساب",1,"أرفف، نظام محاسبي، ثلاجات",تعز,28.4,2,0.1607,0.1683,0.7782,96,15.5357,0.4425,0,,0.5,2,28.4
مطعم مأكولات شعبية يمنية - 9,إنتاجي/غذائي,16056955,0.6983,34291651,1995370,سعر السوق المنافس,4228 وحدة/كيلو,0.3,مختلط,"الموظفون، العمال، العائلات","تطبيقات التوصيل, تجار التجزئة",2,2,"فيسبوك وواتساب, عروض ترويجية",6,"آلات تصنيع، أدوات تغليف",صنعاء,18.6,2,0.5868,0.5518,0.5934,173,16.5917,0.8233,0.625,0,0.5,2,18.6
محل بيع ملابس مستوردة (بالة) - 10,تجاري,3205720,0.7677,6447641,412481,متنوع حسب الصنف,حسب الطلب اليومي,0.23,أفراد (B2C),الطبقة المتوسطة ومحدودي الدخل,"تطبيقات التوصيل, وسائل التواصل الاجتماعي",3,3,"التسويق الشفهي, عروض ترويجية",2,"أرفف، نظام محاسبي، ثلاجات",صنعاء,25.7,2,0.0638,0.0723,0.7152,44,14.9804,0.2422,0.125,1,1,2,25.7
